nylat,nylng,nyculmt,chilat,chilng,chiculmt,denlat,denlng,denculmt
-74.00505343,40.75716073,1134875,41.93367938,-87.63165728,1144000,39.71607001,-104.9574632,1161650
-74.00503896,40.75718112,1135425,41.93365503,-87.6316516,1144225,39.71606817,-104.9574358,1162025
-74.0050245,40.75720152,1136025,41.93363068,-87.63164594,1144750,39.71606633,-104.9574083,1162250
-74.00501004,40.75722191,1136400,41.93360613,-87.63164123,1145375,39.71606449,-104.9573809,1162925
-74.00499558,40.7572423,1136750,41.93358158,-87.63163652,1145800,39.71606265,-104.9573534,1163275
-74.00498111,40.75726269,1137075,41.93355705,-87.63163172,1146000,39.71606081,-104.957326,1163825
-74.00496665,40.75728308,1137700,41.93353309,-87.63162456,1146575,39.71605896,-104.9572986,1164500
-74.00495219,40.75730347,1138200,41.93350914,-87.63161741,1147050,39.71605712,-104.9572711,1165125
-74.00493773,40.75732387,1138850,41.93348496,-87.63161137,1147325,39.71605528,-104.9572437,1165475
-74.00492326,40.75734426,1139225,41.93346009,-87.63160878,1147600,39.71605344,-104.9572162,1165750
-74.0049088,40.75736465,1139875,41.93343523,-87.63160622,1148000,39.7160516,-104.9571888,1165975
-74.00489434,40.75738504,1140400,41.93341035,-87.63160374,1148200,39.71604976,-104.9571614,1166675
-74.00487988,40.75740543,1140675,41.93338547,-87.63160125,1148675,39.71604792,-104.9571339,1167175
-74.00486541,40.75742583,1141250,41.93336049,-87.63160139,1149350,39.71604608,-104.9571065,1167475
-74.00485095,40.75744622,1141875,41.93333549,-87.63160182,1149700,39.71604424,-104.9570791,1167725
-74.00483649,40.75746661,1142250,41.93331071,-87.63160451,1149900,39.7160424,-104.9570516,1168100
-74.00482202,40.757487,1142475,41.93328609,-87.63160883,1150400,39.71604056,-104.9570242,1168475
-74.00480756,40.75750739,1143150,41.93326161,-87.63161377,1150850,39.71603872,-104.9569967,1169075
-74.0047931,40.75752779,1143675,41.93323752,-87.63162045,1151475,39.71603688,-104.9569693,1169425
-74.00477864,40.75754818,1144200,41.93321343,-87.63162713,1152000,39.71603504,-104.9569419,1170125
-74.00476417,40.75756857,1144725,41.93318933,-87.63163381,1152650,39.7160332,-104.9569144,1170700
-74.00474971,40.75758896,1144925,41.93316524,-87.6316405,1153025,39.71603167,-104.956887,1171150
-74.00473525,40.75760935,1145600,41.93314111,-87.63164701,1153525,39.71603266,-104.9568595,1171600
-74.00472079,40.75762975,1145950,41.93311688,-87.63165317,1153825,39.71603365,-104.956832,1172300
-74.00470632,40.75765014,1146525,41.93309265,-87.63165933,1154100,39.71603464,-104.9568045,1172725
-74.00469186,40.75767053,1147075,41.93306842,-87.63166549,1154375,39.71603563,-104.9567771,1173350
-74.0046774,40.75769092,1147700,41.93304419,-87.63167166,1154800,39.71603661,-104.9567496,1173850
-74.00466294,40.75771131,1148375,41.93301996,-87.63167782,1155325,39.7160376,-104.9567221,1174275
-74.00464847,40.75773171,1148700,41.93299574,-87.63168398,1155825,39.71603859,-104.9566946,1174600
-74.00463401,40.7577521,1148975,41.93297153,-87.63169024,1156275,39.71603958,-104.9566671,1174850
-74.00461955,40.75777249,1149225,41.93294744,-87.63169692,1156850,39.71604057,-104.9566396,1175175
-74.00460508,40.75779288,1149500,41.93292335,-87.6317036,1157325,39.71604156,-104.9566122,1175400
-74.00459062,40.75781327,1150000,41.93289926,-87.63171027,1157725,39.71604254,-104.9565847,1176100
-74.00457616,40.75783367,1150525,41.93287517,-87.63171695,1158000,39.71604353,-104.9565572,1176425
-74.0045617,40.75785406,1151000,41.93285054,-87.63172125,1158500,39.71604452,-104.9565297,1176650
-74.00454723,40.75787445,1151600,41.93282591,-87.63172554,1158925,39.71604551,-104.9565022,1177150
-74.00453277,40.75789484,1151850,41.93280126,-87.63172972,1159350,39.7160465,-104.9564748,1177750
-74.00451831,40.75791523,1152375,41.93277655,-87.63173348,1159725,39.71604749,-104.9564473,1178250
-74.00450385,40.75793562,1152925,41.93275174,-87.631736,1160225,39.71604847,-104.9564198,1178800
-74.00448938,40.75795602,1153550,41.93272674,-87.631736,1160475,39.71604946,-104.9563923,1179000
-74.00447492,40.75797641,1153825,41.93270174,-87.631736,1161150,39.71605045,-104.9563648,1179550
-74.00446046,40.7579968,1154250,41.93267674,-87.63173615,1161450,39.71605144,-104.9563373,1180125
-74.00444599,40.75801719,1154550,41.93265174,-87.63173642,1161650,39.71605243,-104.9563099,1180625
-74.00443153,40.75803758,1155100,41.93262674,-87.63173669,1162025,39.71605342,-104.9562824,1181050
-74.00441707,40.75805798,1155525,41.93260174,-87.63173696,1162225,39.71605072,-104.9562552,1181325
-74.00440261,40.75807837,1156150,41.93257675,-87.63173761,1162800,39.7160446,-104.9562284,1181550
-74.00438814,40.75809876,1156800,41.93255176,-87.63173832,1163225,39.71603847,-104.9562016,1182025
-74.00437368,40.75811915,1157375,41.93252677,-87.63173904,1163550,39.71603235,-104.9561748,1182250
-74.00435922,40.75813954,1158075,41.93250178,-87.63173975,1164175,39.71602622,-104.956148,1182675
-74.00434476,40.75815994,1158750,41.93247679,-87.63174046,1164500,39.7160201,-104.9561212,1183025
-74.00433029,40.75818033,1159375,41.9324518,-87.63174118,1165025,39.71601397,-104.9560944,1183350
-74.00431583,40.75820072,1159675,41.93242681,-87.63174189,1165550,39.71600784,-104.9560676,1183850
-74.00430137,40.75822111,1160075,41.93240184,-87.63174294,1166100,39.71600172,-104.9560408,1184550
-74.00428691,40.7582415,1160650,41.93237686,-87.63174406,1166500,39.71599559,-104.956014,1185075
-74.00427244,40.7582619,1161250,41.93235189,-87.63174517,1166850,39.71598947,-104.9559872,1185625
-74.00425798,40.75828229,1161900,41.93232691,-87.63174629,1167275,39.71598334,-104.9559603,1186200
-74.00424352,40.75830268,1162150,41.93230196,-87.63174779,1167725,39.71597722,-104.9559335,1186900
-74.00422905,40.75832307,1162550,41.93227706,-87.63174995,1167975,39.71597109,-104.9559067,1187575
-74.00421459,40.75834346,1163050,41.93225215,-87.63175212,1168625,39.71596497,-104.9558799,1187775
-74.00420013,40.75836386,1163575,41.93222724,-87.63175177,1168900,39.71595884,-104.9558531,1188325
-74.00418567,40.75838425,1164275,41.93220233,-87.63174969,1169600,39.71595271,-104.9558263,1188800
-74.0041712,40.75840464,1164825,41.93217771,-87.63174634,1170275,39.71594659,-104.9557995,1189425
-74.00415674,40.75842503,1165425,41.93215439,-87.63173733,1170875,39.71594046,-104.9557727,1189850
-74.00414228,40.75844542,1165675,41.93213267,-87.63172582,1171425,39.71593434,-104.9557459,1190450
-74.00412782,40.75846581,1166050,41.93211473,-87.63170841,1171925,39.71592821,-104.9557191,1191025
-74.00411335,40.75848621,1166375,41.932096,-87.63169191,1172425,39.71592209,-104.9556923,1191650
-74.00409889,40.7585066,1166950,41.9320761,-87.63167677,1172900,39.71591596,-104.9556654,1192350
-74.00408443,40.75852699,1167650,41.93205654,-87.63166128,1173225,39.71590038,-104.9556434,1192675
-74.00406996,40.75854738,1168250,41.93204036,-87.63164223,1173675,39.71588245,-104.9556226,1192975
-74.0040555,40.75856777,1168850,41.93202418,-87.63162317,1173950,39.71586452,-104.9556017,1193350
-74.00404104,40.75858817,1169500,41.93200794,-87.63160416,1174150,39.7158466,-104.9555808,1193700
-74.00402658,40.75860856,1169925,41.93199158,-87.63158526,1174475,39.71582867,-104.95556,1194025
-74.00401211,40.75862895,1170325,41.93197522,-87.63156636,1174700,39.71581074,-104.9555391,1194625
-74.00399765,40.75864934,1170525,41.93195886,-87.63154746,1175050,39.71579281,-104.9555183,1195025
-74.00398319,40.75866973,1171100,41.93194149,-87.63152949,1175475,39.71577488,-104.9554974,1195275
-74.00396873,40.75869013,1171400,41.93192381,-87.63151181,1175925,39.71575695,-104.9554766,1195875
-74.00395426,40.75871052,1171925,41.93190613,-87.63149413,1176150,39.71573902,-104.9554557,1196175
-74.0039398,40.75873091,1172625,41.93188846,-87.63147646,1176750,39.7157211,-104.9554349,1196650
-74.00392534,40.7587513,1173225,41.93187192,-87.63145774,1177125,39.71570317,-104.955414,1197100
-74.00391088,40.75877169,1173925,41.93185604,-87.63143844,1177475,39.71568524,-104.9553932,1197600
-74.00389641,40.75879209,1174600,41.93184015,-87.63141913,1178175,39.71566731,-104.9553723,1198275
-74.00388195,40.75881248,1175100,41.93182046,-87.63140702,1178875,39.71564938,-104.9553515,1198625
-74.00386749,40.75883287,1175750,41.93179556,-87.63140472,1179375,39.71563145,-104.9553306,1198875
-74.00385302,40.75885326,1176275,41.9317708,-87.6314016,1180000,39.71561352,-104.9553098,1199325
-74.00383856,40.75887365,1176675,41.93174642,-87.63139608,1180425,39.71559559,-104.9552889,1199975
-74.0038241,40.75889405,1176950,41.93172198,-87.63139103,1180725,39.71557767,-104.9552681,1200350
-74.00380964,40.75891444,1177425,41.93169699,-87.63139145,1181100,39.71555974,-104.9552472,1200600
-74.00379517,40.75893483,1177900,41.93167199,-87.63139187,1181400,39.71554181,-104.9552264,1200875
-74.00378071,40.75895522,1178350,41.93164699,-87.63139225,1181900,39.71552768,-104.9552034,1201500
-74.00376625,40.75897561,1179000,41.931622,-87.63139262,1182225,39.71551995,-104.9551771,1201775
-74.00375179,40.758996,1179700,41.931597,-87.63139299,1182925,39.71551221,-104.9551507,1202325
-74.00373732,40.7590164,1180300,41.93157203,-87.63139428,1183600,39.71550447,-104.9551243,1202825
-74.00372286,40.75903679,1180925,41.93154707,-87.63139561,1184000,39.71549674,-104.9550979,1203175
-74.0037084,40.75905718,1181500,41.9315221,-87.63139694,1184325,39.715489,-104.9550715,1203700
-74.00369394,40.75907757,1182175,41.93149713,-87.63139812,1184700,39.71548126,-104.9550451,1203975
-74.00367947,40.75909796,1182625,41.93147216,-87.63139929,1185375,39.71547353,-104.9550187,1204575
-74.00366501,40.75911836,1182900,41.9314474,-87.6314021,1186025,39.71546579,-104.9549923,1205050
-74.00365055,40.75913875,1183325,41.93142298,-87.63140746,1186550,39.71545805,-104.9549659,1205350
-74.00363608,40.75915914,1183975,41.93139856,-87.63141281,1186950,39.71545032,-104.9549395,1205725
-74.00362162,40.75917953,1184350,41.931374,-87.63141737,1187225,39.71544258,-104.9549132,1206000
-74.00360716,40.75919992,1184975,41.93134923,-87.63142076,1187900,39.71543484,-104.9548868,1206625
-74.0035927,40.75922032,1185525,41.93132446,-87.63142415,1188500,39.71542711,-104.9548604,1207275
-74.00357823,40.75924071,1186100,41.93129969,-87.63142754,1188750,39.71541937,-104.954834,1207600
-74.00356377,40.7592611,1186800,41.93127511,-87.631432,1189000,39.71541163,-104.9548076,1208275
-74.00354931,40.75928149,1187175,41.93125068,-87.63143727,1189575,39.71540389,-104.9547812,1208700
-74.00353485,40.75930188,1187650,41.93122624,-87.63144254,1190000,39.71539616,-104.9547548,1209125
-74.00352038,40.75932228,1188000,41.9312018,-87.63144781,1190250,39.71538842,-104.9547284,1209750
-74.00350592,40.75934267,1188450,41.93117735,-87.63145304,1190600,39.71538068,-104.954702,1210375
-74.00349146,40.75936306,1189075,41.93115289,-87.63145821,1191275,39.71537295,-104.9546757,1210650
-74.00347699,40.75938345,1189325,41.93112843,-87.63146337,1191975,39.71536521,-104.9546493,1210875
-74.00346253,40.75940384,1189700,41.93110426,-87.63146964,1192400,39.71535747,-104.9546229,1211525
-74.00344807,40.75942424,1190350,41.93108038,-87.63147704,1192725,39.71535105,-104.9545962,1212200
-74.00343361,40.75944463,1190825,41.9310565,-87.63148444,1193375,39.71534535,-104.9545693,1212800
-74.00341914,40.75946502,1191200,41.93103238,-87.63149096,1193600,39.71533964,-104.9545424,1213125
-74.00340468,40.75948541,1191700,41.93100804,-87.63149666,1194100,39.71533394,-104.9545155,1213825
-74.00339022,40.7595058,1192400,41.9309837,-87.63150237,1194325,39.71532823,-104.9544885,1214300
-74.00337576,40.7595262,1192700,41.93095944,-87.63150839,1194900,39.71532253,-104.9544616,1214800
-74.00336129,40.75954659,1193025,41.93093518,-87.63151445,1195350,39.71531682,-104.9544347,1215475
-74.00334683,40.75956698,1193500,41.93091079,-87.63151977,1195975,39.71531112,-104.9544078,1215950
-74.00333237,40.75958737,1193700,41.93088598,-87.63152282,1196275,39.71530541,-104.9543809,1216200
-74.00331791,40.75960776,1194100,41.93086116,-87.63152588,1196750,39.71529971,-104.954354,1216750
-74.00330344,40.75962815,1194475,41.93083632,-87.63152861,1197350,39.71529401,-104.9543271,1217325
-74.00328898,40.75964855,1195050,41.9308114,-87.63153059,1197800,39.7152883,-104.9543002,1218000
-74.00327452,40.75966894,1195525,41.93078648,-87.63153258,1198050,39.7152826,-104.9542733,1218350
-74.00326005,40.75968933,1196050,41.93076155,-87.63153456,1198325,39.71527689,-104.9542464,1218975
-74.00324559,40.75970972,1196550,41.93073663,-87.63153652,1198975,39.71527119,-104.9542195,1219475
-74.00323113,40.75973011,1197175,41.93071171,-87.63153847,1199600,39.71526548,-104.9541926,1219925
-74.00321667,40.75975051,1197550,41.93068677,-87.63154022,1200150,39.71525978,-104.9541657,1220475
-74.0032022,40.7597709,1197925,41.93066182,-87.63154188,1200500,39.71525407,-104.9541388,1221175
-74.00318774,40.75979129,1198600,41.93063696,-87.63154427,1200925,39.71524837,-104.9541119,1221825
-74.00317328,40.75981168,1199125,41.93061227,-87.63154817,1201625,39.71524267,-104.954085,1222175
-74.00315882,40.75983207,1199825,41.93058757,-87.63155206,1202050,39.71523696,-104.9540581,1222750
-74.00314435,40.75985247,1200500,41.93056279,-87.63155536,1202575,39.71523126,-104.9540312,1222950
-74.00312989,40.75987286,1200900,41.93053801,-87.63155867,1202800,39.71522555,-104.9540043,1223625
-74.00311543,40.75989325,1201575,41.93051323,-87.63156197,1203000,39.71521717,-104.9539781,1223925
-74.00310096,40.75991364,1202275,41.93048823,-87.631562,1203325,39.71520868,-104.953952,1224500
-74.0030865,40.75993403,1202775,41.93046323,-87.631562,1203675,39.71520019,-104.9539258,1224925
-74.00307204,40.75995443,1203175,41.93043826,-87.63156307,1204300,39.7151917,-104.9538997,1225425
-74.00305758,40.75997482,1203850,41.9304133,-87.6315645,1204750,39.71518321,-104.9538735,1225625
-74.00304311,40.75999521,1204425,41.93038834,-87.63156592,1205425,39.71517472,-104.9538473,1226300
-74.00302865,40.7600156,1204775,41.93036335,-87.63156639,1206100,39.71516623,-104.9538212,1226975
-74.00301419,40.76003599,1205425,41.93033835,-87.63156681,1206675,39.71515774,-104.953795,1227475
-74.00299973,40.76005639,1205625,41.93031337,-87.6315677,1206875,39.71514925,-104.9537689,1227925
-74.00298526,40.76007678,1206225,41.9302884,-87.63156898,1207575,39.71514076,-104.9537427,1228175
-74.0029708,40.76009717,1206500,41.93026344,-87.63157026,1207875,39.71513227,-104.9537166,1228675
-74.00295634,40.76011756,1206950,41.93023856,-87.63156953,1208450,39.71512378,-104.9536904,1229100
-74.00294188,40.76013795,1207250,41.9302138,-87.63156605,1209150,39.71511529,-104.9536643,1229550
-74.00292741,40.76015834,1207450,41.93018905,-87.63156257,1209625,39.7151068,-104.9536381,1229800
-74.00291295,40.76017874,1207700,41.93016409,-87.63156141,1210125,39.7150983,-104.9536119,1230200
-74.00289849,40.76019913,1208175,41.9301391,-87.63156071,1210400,39.71508981,-104.9535858,1230750
-74.00288402,40.76021952,1208800,41.93011411,-87.63156,1211050,39.71508132,-104.9535596,1230975
-74.00286956,40.76023991,1209050,41.93008923,-87.63155757,1211300,39.71507283,-104.9535335,1231425
-74.0028551,40.7602603,1209625,41.93006435,-87.63155513,1211950,39.71506434,-104.9535073,1231675
-74.0028403,40.76028046,1210050,41.93003938,-87.63155599,1212350,39.71505585,-104.9534812,1232150
-74.0028255,40.7603006,1210475,41.9300144,-87.63155705,1212950,39.71504736,-104.953455,1232575
-74.0028107,40.76032075,1211150,41.92998942,-87.6315581,1213525,39.71503887,-104.9534288,1233200
-74.0027959,40.7603409,1211525,41.92996447,-87.63155858,1213725,39.71503014,-104.9534028,1233725
-74.0027811,40.76036105,1211950,41.92993964,-87.63155566,1214125,39.71502062,-104.953377,1234075
-74.0027663,40.7603812,1212600,41.92991481,-87.63155274,1214700,39.7150111,-104.9533512,1234625
-74.0027515,40.76040134,1213025,41.92988991,-87.631551,1215150,39.71500158,-104.9533254,1234825
-74.0027367,40.76042149,1213425,41.92986491,-87.631551,1215825,39.71499206,-104.9532996,1235200
-74.0027219,40.76044164,1213950,41.92984009,-87.63155356,1216375,39.71498254,-104.9532738,1235800
-74.0027071,40.76046179,1214250,41.92981535,-87.63155709,1217000,39.71497302,-104.953248,1236175
-74.0026923,40.76048194,1214925,41.9297914,-87.63156398,1217375,39.7149635,-104.9532222,1236775
-74.0026775,40.76050208,1215325,41.92976773,-87.63157202,1217975,39.71495398,-104.9531964,1237000
-74.0026627,40.76052223,1215775,41.92974398,-87.63157983,1218325,39.71494446,-104.9531706,1237225
-74.00264789,40.76054238,1216450,41.92972015,-87.63158741,1218975,39.71493494,-104.9531448,1237925
-74.00263309,40.76056253,1217150,41.92969633,-87.63159499,1219475,39.71492542,-104.953119,1238400
-74.00261829,40.76058267,1217775,41.92967251,-87.63160257,1219825,39.7149159,-104.9530932,1238875
-74.00260349,40.76060282,1218000,41.92964839,-87.63160912,1220450,39.71490638,-104.9530674,1239325
-74.00258869,40.76062297,1218575,41.9296242,-87.63161543,1221075,39.71489686,-104.9530416,1239625
-74.00257389,40.76064312,1218850,41.92960001,-87.63162174,1221550,39.71488734,-104.9530158,1240300
-74.00255909,40.76066327,1219475,41.92957529,-87.63162546,1221775,39.71487782,-104.95299,1240525
-74.00254429,40.76068341,1220175,41.92955055,-87.631629,1222200,39.7148683,-104.9529642,1240775
-74.00252949,40.76070356,1220625,41.92952555,-87.631629,1222625,39.71485878,-104.9529384,1241000
-74.00251469,40.76072371,1221100,41.92950079,-87.6316271,1223225,39.71484926,-104.9529126,1241275
-74.00249989,40.76074386,1221300,41.92947662,-87.63162071,1223475,39.71483974,-104.9528868,1241650
-74.00248509,40.76076401,1221650,41.92945247,-87.63161425,1223725,39.71483022,-104.952861,1241875
-74.00247028,40.76078415,1222250,41.92942852,-87.6316071,1223950,39.7148207,-104.9528352,1242150
-74.00245548,40.7608043,1222500,41.92940456,-87.63159996,1224350,39.71481039,-104.9528097,1242375
-74.00244068,40.76082445,1222750,41.92937985,-87.631598,1224975,39.71479933,-104.9527845,1242775
-74.00242588,40.7608446,1223225,41.92935485,-87.63159794,1225350,39.71478827,-104.9527593,1243475
-74.00241108,40.76086474,1223875,41.92932988,-87.63159674,1225925,39.71477722,-104.9527342,1244075
-74.00239628,40.76088489,1224350,41.9293049,-87.63159554,1226550,39.71476616,-104.952709,1244425
-74.00238148,40.76090504,1224600,41.92927993,-87.63159434,1227100,39.7147551,-104.9526838,1245125
-74.00236668,40.76092519,1224950,41.92925496,-87.63159314,1227400,39.71474405,-104.9526586,1245700
-74.00235188,40.76094534,1225450,41.92922997,-87.63159328,1227800,39.71473299,-104.9526334,1246150
-74.00233708,40.76096548,1226150,41.92920497,-87.6315936,1228475,39.71472193,-104.9526083,1246650
-74.00232228,40.76098563,1226850,41.92917997,-87.63159392,1229000,39.71471088,-104.9525831,1247325
-74.00230748,40.76100578,1227325,41.92915497,-87.63159419,1229500,39.71469982,-104.9525579,1247775
-74.00229267,40.76102593,1227775,41.92912997,-87.63159444,1229825,39.71468876,-104.9525327,1248175
-74.00227787,40.76104608,1228025,41.92910498,-87.6315947,1230325,39.71467771,-104.9525075,1248850
-74.00226307,40.76106622,1228700,41.92907998,-87.63159495,1230675,39.71466665,-104.9524824,1249250
-74.00224827,40.76108637,1229350,41.92905498,-87.63159521,1230950,39.71465559,-104.9524572,1249625
-74.00223347,40.76110652,1229725,41.92902998,-87.63159547,1231175,39.71464453,-104.952432,1250125
-74.00221867,40.76112667,1230300,41.92900498,-87.63159573,1231525,39.71463348,-104.9524068,1250325
-74.00220387,40.76114681,1230975,41.92897998,-87.63159599,1231800,39.71462242,-104.9523817,1250950
-74.00218907,40.76116696,1231250,41.92895504,-87.63159429,1232450,39.71461136,-104.9523565,1251625
-74.00217427,40.76118711,1231950,41.92893011,-87.63159251,1232650,39.71460031,-104.9523313,1251925
-74.00215947,40.76120726,1232200,41.92890517,-87.6315912,1233125,39.71458925,-104.9523061,1252350
-74.00214467,40.76122741,1232850,41.9288802,-87.63159248,1233825,39.71457819,-104.9522809,1252700
-74.00212987,40.76124755,1233325,41.92885523,-87.63159376,1234200,39.71456714,-104.9522558,1253100
-74.00211507,40.7612677,1233775,41.92883029,-87.63159482,1234800,39.71455399,-104.9522316,1253400
-74.00210026,40.76128785,1234200,41.92880606,-87.63158865,1235200,39.71454044,-104.9522077,1254075
-74.00208546,40.761308,1234700,41.92878183,-87.63158248,1235575,39.71452689,-104.9521838,1254275
-74.00207066,40.76132815,1234925,41.92875869,-87.63157321,1235950,39.71451333,-104.9521598,1254850
-74.00205586,40.76134829,1235175,41.9287359,-87.63156293,1236175,39.71449978,-104.9521359,1255375
-74.00204106,40.76136844,1235525,41.92871536,-87.63154868,1236700,39.71448623,-104.952112,1255825
-74.00202626,40.76138859,1236225,41.92869482,-87.63153444,1237200,39.71447268,-104.952088,1256400
-74.00201146,40.76140874,1236650,41.92867427,-87.63152019,1237850,39.71445913,-104.9520641,1256900
-74.00199666,40.76142888,1237050,41.92865174,-87.63150937,1238125,39.71444558,-104.9520402,1257275
-74.00198186,40.76144903,1237375,41.92862918,-87.63149859,1238525,39.71443203,-104.9520163,1257925
-74.00196706,40.76146918,1238000,41.9286066,-87.63148787,1239150,39.71441848,-104.9519923,1258625
-74.00195226,40.76148933,1238300,41.92858279,-87.63148025,1239500,39.71440492,-104.9519684,1259000
-74.00193746,40.76150948,1238600,41.92855898,-87.63147262,1239800,39.71439137,-104.9519445,1259650
-74.00192265,40.76152962,1238975,41.92853518,-87.631465,1240425,39.71437782,-104.9519205,1259925
-74.00190785,40.76154977,1239300,41.92851137,-87.63145737,1241125,39.71436427,-104.9518966,1260500
-74.00189305,40.76156992,1240000,41.92848756,-87.63144975,1241500,39.71435072,-104.9518727,1260850
-74.00187825,40.76159007,1240400,41.92846375,-87.63144212,1242150,39.71433717,-104.9518488,1261275
-74.00186345,40.76161022,1240775,41.92844024,-87.63143364,1242450,39.71432362,-104.9518248,1261625
-74.00184865,40.76163036,1241075,41.92841695,-87.63142457,1243050,39.71431006,-104.9518009,1261850
-74.00183385,40.76165051,1241625,41.92839365,-87.6314155,1243450,39.71429651,-104.951777,1262075
-74.00181905,40.76167066,1241875,41.92837036,-87.63140642,1244000,39.71428296,-104.951753,1262375
-74.00180425,40.76169081,1242500,41.92834743,-87.63139649,1244625,39.71426941,-104.9517291,1263025
-74.00178945,40.76171095,1242775,41.92832486,-87.63138574,1245250,39.71425672,-104.9517049,1263450
-74.00177465,40.7617311,1243425,41.92830229,-87.631375,1245825,39.71425094,-104.951678,1263675
-74.00175985,40.76175125,1243900,41.92827972,-87.63136425,1246400,39.71424515,-104.9516511,1264000
-74.00174504,40.7617714,1244400,41.92825715,-87.6313535,1246825,39.71423937,-104.9516242,1264325
-74.00173024,40.76179155,1245000,41.92823431,-87.63134333,1247050,39.71423358,-104.9515973,1264750
-74.00171544,40.76181169,1245675,41.92821143,-87.63133325,1247325,39.7142278,-104.9515704,1265150
-74.00170064,40.76183184,1246025,41.92818855,-87.63132317,1247975,39.71422202,-104.9515435,1265750
-74.00168584,40.76185199,1246325,41.92816616,-87.63131224,1248350,39.71421623,-104.9515167,1266375
-74.00167104,40.76187214,1246825,41.92814588,-87.63129762,1249000,39.71421045,-104.9514898,1267025
-74.00165624,40.76189229,1247500,41.9281256,-87.63128301,1249700,39.71420466,-104.9514629,1267475
-74.00164144,40.76191243,1248000,41.92810531,-87.6312684,1250075,39.71419888,-104.951436,1267675
-74.00162664,40.76193258,1248550,41.92808503,-87.63125378,1250550,39.71419309,-104.9514091,1268075
-74.00161184,40.76195273,1248750,41.92806701,-87.63123667,1250850,39.71418731,-104.9513822,1268675
-74.00159704,40.76197288,1249350,41.92805047,-87.63121793,1251125,39.71418153,-104.9513554,1268925
-74.00158224,40.76199302,1249550,41.92803392,-87.63119918,1251750,39.71417574,-104.9513285,1269425
-74.00156743,40.76201317,1250250,41.92801738,-87.63118044,1252175,39.71416996,-104.9513016,1269725
-74.00155263,40.76203332,1250450,41.92800177,-87.63116091,1252600,39.71416417,-104.9512747,1270200
-74.00153783,40.76205347,1250975,41.92798619,-87.63114136,1253050,39.71415839,-104.9512478,1270900
-74.00152303,40.76207362,1251550,41.9279706,-87.63112182,1253250,39.71415261,-104.9512209,1271150
-74.00150823,40.76209376,1252050,41.92795501,-87.63110227,1253475,39.71414682,-104.951194,1271825
-74.00149343,40.76211391,1252450,41.92794231,-87.63108076,1254125,39.71414104,-104.9511672,1272150
-74.00147863,40.76213406,1252775,41.92792981,-87.63105911,1254825,39.71413525,-104.9511403,1272475
-74.00146383,40.76215421,1253200,41.92791731,-87.63103745,1255150,39.71412953,-104.9511134,1273100
-74.00144903,40.76217435,1253875,41.92790481,-87.6310158,1255675,39.71413025,-104.9510859,1273375
-74.00143423,40.7621945,1254075,41.92789328,-87.63099366,1256000,39.71413097,-104.9510584,1273900
-74.00141943,40.76221465,1254625,41.9278829,-87.63097091,1256525,39.7141317,-104.9510309,1274125
-74.00140463,40.7622348,1255225,41.92787252,-87.63094817,1256825,39.71413242,-104.9510034,1274325
-74.00138983,40.76225495,1255700,41.92786214,-87.63092542,1257525,39.71413315,-104.9509759,1274675
-74.00137502,40.76227509,1256175,41.92785177,-87.63090268,1257825,39.71413387,-104.9509484,1275125
-74.00136022,40.76229524,1256600,41.92783999,-87.63088063,1258075,39.71413459,-104.9509209,1275350
-74.00134542,40.76231539,1257150,41.9278281,-87.63085864,1258275,39.71413532,-104.9508935,1276025
-74.00133062,40.76233554,1257650,41.92781621,-87.63083665,1258800,39.71413604,-104.950866,1276550
-74.00131381,40.76235354,1257975,41.92780364,-87.63081505,1259450,39.71413676,-104.9508385,1276975
-74.00129277,40.76236705,1258450,41.92779054,-87.63079376,1259925,39.71413749,-104.950811,1277175
-74.00127174,40.76238057,1259000,41.92777744,-87.63077246,1260200,39.71413821,-104.9507835,1277525
-74.00125071,40.76239408,1259375,41.92776294,-87.63075217,1260625,39.71413893,-104.950756,1278175
-74.00122967,40.76240759,1259750,41.92774709,-87.63073284,1260925,39.71413966,-104.9507285,1278650
-74.00120864,40.7624211,1260050,41.92773123,-87.63071351,1261250,39.71414038,-104.950701,1279175
-74.0011876,40.76243461,1260625,41.9277134,-87.63069601,1261925,39.7141411,-104.9506735,1279775
-74.00116657,40.76244812,1261150,41.92769539,-87.63067866,1262475,39.71414183,-104.950646,1280225
-74.00114554,40.76246164,1261500,41.92767739,-87.63066132,1262675,39.71414255,-104.9506186,1280550
-74.0011245,40.76247515,1262125,41.92765938,-87.63064397,1263025,39.71414327,-104.9505911,1280900
-74.00110347,40.76248866,1262675,41.92764138,-87.63062663,1263350,39.714144,-104.9505636,1281550
-74.00108243,40.76250217,1263275,41.92762337,-87.63060929,1263650,39.71414472,-104.9505361,1281875
-74.0010614,40.76251568,1263550,41.92760344,-87.63059425,1264175,39.71414544,-104.9505086,1282500
-74.00104036,40.76252919,1264000,41.92758321,-87.63057956,1264525,39.71414031,-104.9504829,1283200
-74.00101933,40.76254271,1264225,41.92756297,-87.63056487,1264975,39.71412401,-104.9504608,1283725
-74.0009983,40.76255622,1264600,41.92754279,-87.63055012,1265175,39.7141077,-104.9504386,1284350
-74.00097726,40.76256973,1264975,41.92752273,-87.6305352,1265650,39.7140914,-104.9504165,1285050
-74.00095623,40.76258324,1265175,41.92750267,-87.63052028,1266350,39.71407509,-104.9503944,1285275
