nyc_lat,nyc_lng,chc_lat,chc_lng,den_lat,den_lng,race_base,race1,race2,race3,pyfun
-74.00644185,40.75520311,41.93586004,-87.63260745,39.71645989,-104.9594384,1084248,1092627,1079241,553,
-74.00642738,40.7552235,41.93584077,-87.63259153,39.71643239,-104.9594382,1084692,1092951,1079679,438,
-74.00641292,40.75524389,41.93582149,-87.63257561,39.71640489,-104.9594379,1085136,1093467,1079970,291,
-74.00639846,40.75526428,41.93580199,-87.63255999,39.71637739,-104.9594377,1085580,1093793,1080300,330,
-74.00638399,40.75528467,41.93578119,-87.63254613,39.71634989,-104.9594375,1086024,1094305,1080611,311,
-74.00636953,40.75530507,41.93576039,-87.63253226,39.71632239,-104.9594373,1086468,1094932,1081172,561,
-74.00635507,40.75532546,41.93573959,-87.63251839,39.71629489,-104.959437,1086912,1095563,1081703,531,
-74.00634061,40.75534585,41.9357186,-87.63250481,39.71626739,-104.9594368,1087356,1095927,1082161,458,
-74.00632614,40.75536624,41.93569745,-87.63249147,39.7162401,-104.9594345,1087800,1096404,1082734,573,
-74.00631168,40.75538663,41.93567631,-87.63247813,39.71621307,-104.9594294,1088244,1096965,1083058,324,
-74.00629722,40.75540703,41.9356546,-87.6324658,39.71618604,-104.9594244,1088688,1097388,1083563,505,
-74.00628276,40.75542742,41.93563224,-87.63245462,39.716159,-104.9594193,1089132,1097710,1084205,642,
-74.00626829,40.75544781,41.93560988,-87.63244344,39.71613197,-104.9594143,1089576,1098022,1084538,333,
-74.00625383,40.7554682,41.93558752,-87.63243226,39.71610494,-104.9594092,1090020,1098434,1084991,453,
-74.00623937,40.75548859,41.9355653,-87.6324208,39.71607791,-104.9594042,1090464,1098975,1085391,400,
-74.00622491,40.75550899,41.93554317,-87.63240917,39.71605087,-104.9593991,1090908,1099483,1085703,312,
-74.00621044,40.75552938,41.93552104,-87.63239753,39.71602384,-104.9593941,1091352,1099757,1086217,514,
-74.00619598,40.75554977,41.93549893,-87.63238588,39.71599681,-104.959389,1091796,1100139,1086802,585,
-74.00618152,40.75557016,41.93547695,-87.63237396,39.71596978,-104.959384,1092240,1100573,1087086,284,
-74.00616705,40.75559055,41.93545498,-87.63236204,39.71594274,-104.9593789,1092684,1101025,1087605,519,
-74.00615259,40.75561095,41.935433,-87.63235012,39.71591571,-104.9593739,1093128,1101618,1087913,308,
-74.00613813,40.75563134,41.93541102,-87.6323382,39.71588868,-104.9593688,1093572,1102042,1088524,611,
-74.00612367,40.75565173,41.93538905,-87.63232628,39.71586165,-104.9593638,1094016,1102481,1088978,454,
-74.0061092,40.75567212,41.93536711,-87.63231429,39.71583462,-104.9593587,1094460,1102969,1089385,407,
-74.00609474,40.75569251,41.93534519,-87.63230226,39.71580758,-104.9593537,1094904,1103288,1089644,259,
-74.00608028,40.7557129,41.93532328,-87.63229024,39.71578055,-104.9593486,1095348,1103766,1090185,541,
-74.00606582,40.7557333,41.93530136,-87.63227822,39.71575352,-104.9593436,1095792,1104334,1090677,492,
-74.00605135,40.75575369,41.93527944,-87.63226619,39.71575001,-104.9593227,1096236,1104767,1091015,338,
-74.00603689,40.75577408,41.93525752,-87.63225417,39.71575555,-104.9592958,1096680,1105368,1091392,377,
-74.00602243,40.75579447,41.9352356,-87.63224214,39.71576109,-104.9592688,1097124,1105719,1091742,350,
-74.00600796,40.75581486,41.93521368,-87.63223012,39.71576663,-104.9592419,1097568,1106183,1092271,529,
-74.0059935,40.75583526,41.93519176,-87.6322181,39.71577216,-104.959215,1098012,1106555,1092865,594,
-74.00597904,40.75585565,41.9351697,-87.63220635,39.7157777,-104.959188,1098456,1106821,1093378,513,
-74.00596458,40.75587604,41.93514734,-87.63219517,39.71578324,-104.9591611,1098900,1107343,1093888,510,
-74.00595011,40.75589643,41.93512498,-87.63218399,39.71578878,-104.9591341,1099344,1107838,1094179,291,
-74.00593565,40.75591682,41.93510262,-87.63217281,39.71579431,-104.9591072,1099788,1108271,1094638,459,
-74.00592119,40.75593722,41.93508026,-87.63216163,39.71579985,-104.9590803,1100232,1108581,1095173,535,
-74.00590673,40.75595761,41.9350579,-87.63215045,39.71580539,-104.9590533,1100676,1109125,1095758,585,
-74.00589226,40.755978,41.93503554,-87.63213927,39.71581093,-104.9590264,1101120,1109447,1096286,528,
-74.0058778,40.75599839,41.93501317,-87.63212809,39.71581646,-104.9589995,1101564,1109710,1096744,458,
-74.00586334,40.75601878,41.93499081,-87.63211691,39.715822,-104.9589725,1102008,1110237,1097351,607,
-74.00584888,40.75603918,41.93496845,-87.63210573,39.71582754,-104.9589456,1102452,1110545,1097765,414,
-74.00583441,40.75605957,41.93494625,-87.63209425,39.71583308,-104.9589187,1102896,1111085,1098185,420,
-74.00581995,40.75607996,41.9349242,-87.63208246,39.71583861,-104.9588917,1103340,1111615,1098757,572,
-74.00580549,40.75610035,41.93490215,-87.63207068,39.71584415,-104.9588648,1103784,1111891,1099105,348,
-74.00579102,40.75612074,41.93488011,-87.63205889,39.71584969,-104.9588378,1104228,1112311,1099527,422,
-74.00577656,40.75614114,41.93485806,-87.6320471,39.71585523,-104.9588109,1104672,1112629,1100153,626,
-74.0057621,40.75616153,41.93483601,-87.63203531,39.71586076,-104.958784,1105116,1113213,1100615,462,
-74.00574764,40.75618192,41.93481397,-87.63202353,39.7158663,-104.958757,1105560,1113609,1100992,377,
-74.00573317,40.75620231,41.93479192,-87.63201174,39.7158721,-104.9587302,1106004,1113926,1101438,446,
-74.00571871,40.7562227,41.93476987,-87.63199995,39.7158798,-104.9587038,1106448,1114540,1101907,469,
-74.00570425,40.75624309,41.93474766,-87.63198849,39.7158875,-104.9586774,1106892,1115024,1102423,516,
-74.00568979,40.75626349,41.93472511,-87.63197769,39.7158952,-104.958651,1107336,1115504,1102905,482,
-74.00567532,40.75628388,41.93470257,-87.63196689,39.7159029,-104.9586246,1107780,1115778,1103515,610,
-74.00566086,40.75630427,41.9346801,-87.63195592,39.7159106,-104.9585982,1108224,1116063,1103834,319,
-74.0056464,40.75632466,41.93465805,-87.63194416,39.7159183,-104.9585718,1108668,1116691,1104434,600,
-74.00563194,40.75634505,41.93463599,-87.63193239,39.715926,-104.9585454,1109112,1117265,1105022,588,
-74.00561747,40.75636545,41.93461399,-87.63192052,39.71593371,-104.958519,1109556,1117550,1105585,563,
-74.00560301,40.75638584,41.93459205,-87.63190852,39.71594141,-104.9584926,1110000,1118075,1106162,577,
-74.00558855,40.75640623,41.93457007,-87.63189664,39.71594911,-104.9584662,1110444,1118439,1106412,250,
-74.00557408,40.75642662,41.93454672,-87.63188769,39.71595681,-104.9584398,1110888,1118809,1106739,327,
-74.00555962,40.75644701,41.93452338,-87.63187875,39.71596451,-104.9584134,1111332,1119314,1107185,446,
-74.00554516,40.75646741,41.93450042,-87.6318689,39.71597221,-104.958387,1111776,1119881,1107462,277,
-74.0055307,40.7564878,41.93447791,-87.63185804,39.71597991,-104.9583606,1112220,1120442,1107761,299,
-74.00551623,40.75650819,41.93445539,-87.63184718,39.71598761,-104.9583342,1112664,1120844,1108103,342,
-74.00550177,40.75652858,41.93443287,-87.63183631,39.71599531,-104.9583078,1113108,1121487,1108347,244,
-74.00548731,40.75654897,41.93440934,-87.63182808,39.71600301,-104.9582814,1113552,1121915,1108890,543,
-74.00547285,40.75656937,41.93438537,-87.63182099,39.71601071,-104.958255,1113996,1122278,1109215,325,
-74.00545838,40.75658976,41.93436139,-87.63181391,39.71601841,-104.9582286,1114440,1122540,1109725,510,
-74.00544392,40.75661015,41.9343374,-87.63180689,39.71602611,-104.9582022,1114884,1122968,1110209,484,
-74.00542946,40.75663054,41.93431281,-87.6318024,39.71603381,-104.9581758,1115328,1123318,1110457,248,
-74.00541499,40.75665093,41.93428821,-87.6317979,39.71604151,-104.9581494,1115772,1123923,1110899,442,
-74.00540053,40.75667133,41.93426362,-87.63179341,39.71604629,-104.9581225,1116216,1124190,1111235,336,
-74.00538607,40.75669172,41.93423903,-87.63178892,39.71604751,-104.958095,1116660,1124630,1111796,561,
-74.00537161,40.75671211,41.93421478,-87.63178288,39.71604874,-104.9580675,1117104,1125217,1112299,503,
-74.00535714,40.7567325,41.93419063,-87.63177643,39.71604996,-104.9580401,1117548,1125768,1112610,311,
-74.00534268,40.75675289,41.93416647,-87.63176999,39.71605118,-104.9580126,1117992,1126185,1113185,575,
-74.00532822,40.75677328,41.93414232,-87.63176355,39.7160524,-104.9579851,1118436,1126546,1113443,258,
-74.00531376,40.75679368,41.93411816,-87.63175711,39.71605363,-104.9579576,1118880,1126998,1113954,511,
-74.00529929,40.75681407,41.9340938,-87.63175149,39.71605485,-104.9579302,1119324,1127421,1114453,499,
-74.00528483,40.75683446,41.9340694,-87.63174604,39.71605607,-104.9579027,1119768,1127765,1114940,487,
-74.00527037,40.75685485,41.93404501,-87.63174059,39.71605729,-104.9578752,1120212,1128349,1115471,531,
-74.00525591,40.75687524,41.93402061,-87.63173514,39.71605852,-104.9578478,1120656,1128658,1115954,483,
-74.00524144,40.75689564,41.93399621,-87.63172968,39.71605974,-104.9578203,1121100,1129220,1116414,460,
-74.00522698,40.75691603,41.93397181,-87.63172423,39.71606096,-104.9577928,1121544,1129839,1116730,316,
-74.00521252,40.75693642,41.93394741,-87.63171878,39.71606218,-104.9577653,1121988,1130255,1117191,461,
-74.00519805,40.75695681,41.93392302,-87.63171332,39.71606341,-104.9577379,1122432,1130711,1117778,587,
-74.00518359,40.7569772,41.93389864,-87.63170775,39.71606463,-104.9577104,1122876,1131282,1118210,432,
-74.00516913,40.7569976,41.93387427,-87.63170219,39.71606585,-104.9576829,1123320,1131859,1118776,566,
-74.00515467,40.75701799,41.9338499,-87.63169662,39.71606707,-104.9576554,1123764,1132224,1119268,492,
-74.0051402,40.75703838,41.93382553,-87.63169105,39.7160683,-104.957628,1124208,1132687,1119625,357,
-74.00512574,40.75705877,41.93380115,-87.63168549,39.71606952,-104.9576005,1124652,1133237,1120061,436,
-74.00511128,40.75707916,41.93377678,-87.63167992,39.71607074,-104.957573,1125096,1133622,1120612,551,
-74.00509682,40.75709956,41.93375242,-87.6316743,39.71607196,-104.9575455,1125540,1134176,1121109,497,
-74.00508235,40.75711995,41.93372807,-87.63166863,39.71607319,-104.9575181,1125984,1134711,1121477,368,
-74.00506789,40.75714034,41.93370373,-87.63166295,39.71607185,-104.9574906,1126428,1135018,1122093,616,
-74.00505343,40.75716073,41.93367938,-87.63165728,39.71607001,-104.9574632,1126872,1135436,1122489,396,
-74.00503896,40.75718112,41.93365503,-87.6316516,39.71606817,-104.9574358,1127316,1135807,1122795,306,
-74.0050245,40.75720152,41.93363068,-87.63164594,39.71606633,-104.9574083,1127760,1136225,1123408,613,
-74.00501004,40.75722191,41.93360613,-87.63164123,39.71606449,-104.9573809,1128204,1136782,1123843,435,
-74.00499558,40.7572423,41.93358158,-87.63163652,39.71606265,-104.9573534,1128648,1137140,1124259,416,
-74.00498111,40.75726269,41.93355705,-87.63163172,39.71606081,-104.957326,1129092,1137586,1124587,328,
-74.00496665,40.75728308,41.93353309,-87.63162456,39.71605896,-104.9572986,1129536,1138152,1125141,554,
-74.00495219,40.75730347,41.93350914,-87.63161741,39.71605712,-104.9572711,1129980,1138662,1125711,570,
-74.00493773,40.75732387,41.93348496,-87.63161137,39.71605528,-104.9572437,1130424,1139125,1126268,557,
-74.00492326,40.75734426,41.93346009,-87.63160878,39.71605344,-104.9572162,1130868,1139624,1126884,616,
-74.0049088,40.75736465,41.93343523,-87.63160622,39.7160516,-104.9571888,1131312,1140240,1127144,260,
-74.00489434,40.75738504,41.93341035,-87.63160374,39.71604976,-104.9571614,1131756,1140854,1127551,407,
-74.00487988,40.75740543,41.93338547,-87.63160125,39.71604792,-104.9571339,1132200,1141382,1128136,585,
-74.00486541,40.75742583,41.93336049,-87.63160139,39.71604608,-104.9571065,1132644,1141731,1128388,252,
-74.00485095,40.75744622,41.93333549,-87.63160182,39.71604424,-104.9570791,1133088,1142009,1128667,279,
-74.00483649,40.75746661,41.93331071,-87.63160451,39.7160424,-104.9570516,1133532,1142563,1129180,513,
-74.00482202,40.757487,41.93328609,-87.63160883,39.71604056,-104.9570242,1133976,1142972,1129744,564,
-74.00480756,40.75750739,41.93326161,-87.63161377,39.71603872,-104.9569967,1134420,1143272,1130255,511,
-74.0047931,40.75752779,41.93323752,-87.63162045,39.71603688,-104.9569693,1134864,1143704,1130790,535,
-74.00477864,40.75754818,41.93321343,-87.63162713,39.71603504,-104.9569419,1135308,1144156,1131294,504,
-74.00476417,40.75756857,41.93318933,-87.63163381,39.7160332,-104.9569144,1135752,1144621,1131770,476,
-74.00474971,40.75758896,41.93316524,-87.6316405,39.71603167,-104.956887,1136196,1144865,1132195,425,
-74.00473525,40.75760935,41.93314111,-87.63164701,39.71603266,-104.9568595,1136640,1145287,1132786,591,
-74.00472079,40.75762975,41.93311688,-87.63165317,39.71603365,-104.956832,1137084,1145643,1133372,586,
-74.00470632,40.75765014,41.93309265,-87.63165933,39.71603464,-104.9568045,1137528,1146190,1133616,244,
-74.00469186,40.75767053,41.93306842,-87.63166549,39.71603563,-104.9567771,1137972,1146781,1133973,357,
-74.0046774,40.75769092,41.93304419,-87.63167166,39.71603661,-104.9567496,1138416,1147053,1134419,446,
-74.00466294,40.75771131,41.93301996,-87.63167782,39.7160376,-104.9567221,1138860,1147360,1134841,422,
-74.00464847,40.75773171,41.93299574,-87.63168398,39.71603859,-104.9566946,1139304,1147752,1135368,527,
-74.00463401,40.7577521,41.93297153,-87.63169024,39.71603958,-104.9566671,1139748,1148142,1135755,387,
-74.00461955,40.75777249,41.93294744,-87.63169692,39.71604057,-104.9566396,1140192,1148547,1136269,514,
-74.00460508,40.75779288,41.93292335,-87.6317036,39.71604156,-104.9566122,1140636,1149052,1136900,631,
-74.00459062,40.75781327,41.93289926,-87.63171027,39.71604254,-104.9565847,1141080,1149484,1137371,471,
-74.00457616,40.75783367,41.93287517,-87.63171695,39.71604353,-104.9565572,1141524,1150105,1137818,447,
-74.0045617,40.75785406,41.93285054,-87.63172125,39.71604452,-104.9565297,1141968,1150506,1138438,620,
-74.00454723,40.75787445,41.93282591,-87.63172554,39.71604551,-104.9565022,1142412,1150790,1138777,339,
-74.00453277,40.75789484,41.93280126,-87.63172972,39.7160465,-104.9564748,1142856,1151089,1139389,612,
-74.00451831,40.75791523,41.93277655,-87.63173348,39.71604749,-104.9564473,1143300,1151677,1139658,269,
-74.00450385,40.75793562,41.93275174,-87.631736,39.71604847,-104.9564198,1143744,1152306,1139936,278,
-74.00448938,40.75795602,41.93272674,-87.631736,39.71604946,-104.9563923,1144188,1152833,1140468,532,
-74.00447492,40.75797641,41.93270174,-87.631736,39.71605045,-104.9563648,1144632,1153425,1140780,312,
-74.00446046,40.7579968,41.93267674,-87.63173615,39.71605144,-104.9563373,1145076,1153736,1141224,444,
-74.00444599,40.75801719,41.93265174,-87.63173642,39.71605243,-104.9563099,1145520,1154130,1141598,374,
-74.00443153,40.75803758,41.93262674,-87.63173669,39.71605342,-104.9562824,1145964,1154487,1142016,418,
-74.00441707,40.75805798,41.93260174,-87.63173696,39.71605072,-104.9562552,1146408,1154784,1142341,325,
-74.00440261,40.75807837,41.93257675,-87.63173761,39.7160446,-104.9562284,1146852,1155285,1142826,485,
-74.00438814,40.75809876,41.93255176,-87.63173832,39.71603847,-104.9562016,1147296,1155636,1143274,448,
-74.00437368,40.75811915,41.93252677,-87.63173904,39.71603235,-104.9561748,1147740,1156184,1143536,262,
-74.00435922,40.75813954,41.93250178,-87.63173975,39.71602622,-104.956148,1148184,1156447,1143789,253,
-74.00434476,40.75815994,41.93247679,-87.63174046,39.7160201,-104.9561212,1148628,1156742,1144235,446,
-74.00433029,40.75818033,41.9324518,-87.63174118,39.71601397,-104.9560944,1149072,1157384,1144593,358,
-74.00431583,40.75820072,41.93242681,-87.63174189,39.71600784,-104.9560676,1149516,1157831,1145091,498,
-74.00430137,40.75822111,41.93240184,-87.63174294,39.71600172,-104.9560408,1149960,1158359,1145438,347,
-74.00428691,40.7582415,41.93237686,-87.63174406,39.71599559,-104.956014,1150404,1158795,1145850,412,
-74.00427244,40.7582619,41.93235189,-87.63174517,39.71598947,-104.9559872,1150848,1159073,1146351,501,
-74.00425798,40.75828229,41.93232691,-87.63174629,39.71598334,-104.9559603,1151292,1159675,1146930,579,
-74.00424352,40.75830268,41.93230196,-87.63174779,39.71597722,-104.9559335,1151736,1160202,1147571,641,
-74.00422905,40.75832307,41.93227706,-87.63174995,39.71597109,-104.9559067,1152180,1160573,1147899,328,
-74.00421459,40.75834346,41.93225215,-87.63175212,39.71596497,-104.9558799,1152624,1161210,1148343,444,
-74.00420013,40.75836386,41.93222724,-87.63175177,39.71595884,-104.9558531,1153068,1161505,1148655,312,
-74.00418567,40.75838425,41.93220233,-87.63174969,39.71595271,-104.9558263,1153512,1162070,1149121,466,
-74.0041712,40.75840464,41.93217771,-87.63174634,39.71594659,-104.9557995,1153956,1162421,1149691,570,
-74.00415674,40.75842503,41.93215439,-87.63173733,39.71594046,-104.9557727,1154400,1162923,1150158,467,
-74.00414228,40.75844542,41.93213267,-87.63172582,39.71593434,-104.9557459,1154844,1163285,1150474,316,
-74.00412782,40.75846581,41.93211473,-87.63170841,39.71592821,-104.9557191,1155288,1163824,1150857,383,
-74.00411335,40.75848621,41.932096,-87.63169191,39.71592209,-104.9556923,1155732,1164103,1151340,483,
-74.00409889,40.7585066,41.9320761,-87.63167677,39.71591596,-104.9556654,1156176,1164524,1151738,398,
-74.00408443,40.75852699,41.93205654,-87.63166128,39.71590038,-104.9556434,1156620,1165016,1152228,490,
-74.00406996,40.75854738,41.93204036,-87.63164223,39.71588245,-104.9556226,1157064,1165517,1152654,426,
-74.0040555,40.75856777,41.93202418,-87.63162317,39.71586452,-104.9556017,1157508,1166073,1152946,292,
-74.00404104,40.75858817,41.93200794,-87.63160416,39.7158466,-104.9555808,1157952,1166498,1153346,400,
-74.00402658,40.75860856,41.93199158,-87.63158526,39.71582867,-104.95556,1158396,1166941,1153930,584,
-74.00401211,40.75862895,41.93197522,-87.63156636,39.71581074,-104.9555391,1158840,1167450,1154410,480,
-74.00399765,40.75864934,41.93195886,-87.63154746,39.71579281,-104.9555183,1159284,1167721,1154789,379,
-74.00398319,40.75866973,41.93194149,-87.63152949,39.71577488,-104.9554974,1159728,1168257,1155074,285,
-74.00396873,40.75869013,41.93192381,-87.63151181,39.71575695,-104.9554766,1160172,1168565,1155563,489,
-74.00395426,40.75871052,41.93190613,-87.63149413,39.71573902,-104.9554557,1160616,1169208,1155951,388,
-74.0039398,40.75873091,41.93188846,-87.63147646,39.7157211,-104.9554349,1161060,1169595,1156324,373,
-74.00392534,40.7587513,41.93187192,-87.63145774,39.71570317,-104.955414,1161504,1169974,1156958,634,
-74.00391088,40.75877169,41.93185604,-87.63143844,39.71568524,-104.9553932,1161948,1170282,1157518,560,
-74.00389641,40.75879209,41.93184015,-87.63141913,39.71566731,-104.9553723,1162392,1170742,1158149,631,
-74.00388195,40.75881248,41.93182046,-87.63140702,39.71564938,-104.9553515,1162836,1171105,1158602,453,
-74.00386749,40.75883287,41.93179556,-87.63140472,39.71563145,-104.9553306,1163280,1171418,1159223,621,
-74.00385302,40.75885326,41.9317708,-87.6314016,39.71561352,-104.9553098,1163724,1172051,1159826,603,
-74.00383856,40.75887365,41.93174642,-87.63139608,39.71559559,-104.9552889,1164168,1172543,1160199,373,
-74.0038241,40.75889405,41.93172198,-87.63139103,39.71557767,-104.9552681,1164612,1172957,1160706,507,
-74.00380964,40.75891444,41.93169699,-87.63139145,39.71555974,-104.9552472,1165056,1173571,1161127,421,
-74.00379517,40.75893483,41.93167199,-87.63139187,39.71554181,-104.9552264,1165500,1174093,1161614,487,
-74.00378071,40.75895522,41.93164699,-87.63139225,39.71552768,-104.9552034,1165944,1174554,1162112,498,
-74.00376625,40.75897561,41.931622,-87.63139262,39.71551995,-104.9551771,1166388,1175135,1162455,343,
-74.00375179,40.758996,41.931597,-87.63139299,39.71551221,-104.9551507,1166832,1175468,1162996,541,
-74.00373732,40.7590164,41.93157203,-87.63139428,39.71550447,-104.9551243,1167276,1176105,1163352,356,
-74.00372286,40.75903679,41.93154707,-87.63139561,39.71549674,-104.9550979,1167720,1176747,1163910,558,
-74.0037084,40.75905718,41.9315221,-87.63139694,39.715489,-104.9550715,1168164,1177246,1164334,424,
-74.00369394,40.75907757,41.93149713,-87.63139812,39.71548126,-104.9550451,1168608,1177660,1164608,274,
-74.00367947,40.75909796,41.93147216,-87.63139929,39.71547353,-104.9550187,1169052,1177922,1165132,524,
-74.00366501,40.75911836,41.9314474,-87.6314021,39.71546579,-104.9549923,1169496,1178221,1165742,610,
-74.00365055,40.75913875,41.93142298,-87.63140746,39.71545805,-104.9549659,1169940,1178626,1166034,292,
-74.00363608,40.75915914,41.93139856,-87.63141281,39.71545032,-104.9549395,1170384,1179104,1166424,390,
-74.00362162,40.75917953,41.931374,-87.63141737,39.71544258,-104.9549132,1170828,1179542,1166925,501,
-74.00360716,40.75919992,41.93134923,-87.63142076,39.71543484,-104.9548868,1171272,1179885,1167526,601,
-74.0035927,40.75922032,41.93132446,-87.63142415,39.71542711,-104.9548604,1171716,1180146,1167899,373,
-74.00357823,40.75924071,41.93129969,-87.63142754,39.71541937,-104.954834,1172160,1180768,1168308,409,
-74.00356377,40.7592611,41.93127511,-87.631432,39.71541163,-104.9548076,1172604,1181034,1168630,322,
-74.00354931,40.75928149,41.93125068,-87.63143727,39.71540389,-104.9547812,1173048,1181548,1169198,568,
-74.00353485,40.75930188,41.93122624,-87.63144254,39.71539616,-104.9547548,1173492,1181954,1169514,316,
-74.00352038,40.75932228,41.9312018,-87.63144781,39.71538842,-104.9547284,1173936,1182241,1169878,364,
-74.00350592,40.75934267,41.93117735,-87.63145304,39.71538068,-104.954702,1174380,1182885,1170276,398,
-74.00349146,40.75936306,41.93115289,-87.63145821,39.71537295,-104.9546757,1174824,1183276,1170652,376,
-74.00347699,40.75938345,41.93112843,-87.63146337,39.71536521,-104.9546493,1175268,1183620,1171121,469,
-74.00346253,40.75940384,41.93110426,-87.63146964,39.71535747,-104.9546229,1175712,1184150,1171719,598,
-74.00344807,40.75942424,41.93108038,-87.63147704,39.71535105,-104.9545962,1176156,1184477,1172098,379,
-74.00343361,40.75944463,41.9310565,-87.63148444,39.71534535,-104.9545693,1176600,1184963,1172499,401,
-74.00341914,40.75946502,41.93103238,-87.63149096,39.71533964,-104.9545424,1177044,1185314,1172921,422,
-74.00340468,40.75948541,41.93100804,-87.63149666,39.71533394,-104.9545155,1177488,1185847,1173438,517,
-74.00339022,40.7595058,41.9309837,-87.63150237,39.71532823,-104.9544885,1177932,1186109,1174079,641,
-74.00337576,40.7595262,41.93095944,-87.63150839,39.71532253,-104.9544616,1178376,1186732,1174467,388,
-74.00336129,40.75954659,41.93093518,-87.63151445,39.71531682,-104.9544347,1178820,1187135,1174944,477,
-74.00334683,40.75956698,41.93091079,-87.63151977,39.71531112,-104.9544078,1179264,1187425,1175328,384,
-74.00333237,40.75958737,41.93088598,-87.63152282,39.71530541,-104.9543809,1179708,1187808,1175623,295,
-74.00331791,40.75960776,41.93086116,-87.63152588,39.71529971,-104.954354,1180152,1188143,1176100,477,
-74.00330344,40.75962815,41.93083632,-87.63152861,39.71529401,-104.9543271,1180596,1188702,1176570,470,
-74.00328898,40.75964855,41.9308114,-87.63153059,39.7152883,-104.9543002,1181040,1189184,1176947,377,
-74.00327452,40.75966894,41.93078648,-87.63153258,39.7152826,-104.9542733,1181484,1189614,1177270,323,
-74.00326005,40.75968933,41.93076155,-87.63153456,39.71527689,-104.9542464,1181928,1190009,1177573,303,
-74.00324559,40.75970972,41.93073663,-87.63153652,39.71527119,-104.9542195,1182372,1190330,1177867,294,
-74.00323113,40.75973011,41.93071171,-87.63153847,39.71526548,-104.9541926,1182816,1190741,1178457,590,
-74.00321667,40.75975051,41.93068677,-87.63154022,39.71525978,-104.9541657,1183260,1191143,1178748,291,
-74.0032022,40.7597709,41.93066182,-87.63154188,39.71525407,-104.9541388,1183704,1191624,1179288,540,
-74.00318774,40.75979129,41.93063696,-87.63154427,39.71524837,-104.9541119,1184148,1192191,1179620,332,
-74.00317328,40.75981168,41.93061227,-87.63154817,39.71524267,-104.954085,1184592,1192603,1180083,463,
-74.00315882,40.75983207,41.93058757,-87.63155206,39.71523696,-104.9540581,1185036,1193023,1180696,613,
-74.00314435,40.75985247,41.93056279,-87.63155536,39.71523126,-104.9540312,1185480,1193538,1180990,294,
-74.00312989,40.75987286,41.93053801,-87.63155867,39.71522555,-104.9540043,1185924,1193880,1181284,294,
-74.00311543,40.75989325,41.93051323,-87.63156197,39.71521717,-104.9539781,1186368,1194318,1181614,330,
-74.00310096,40.75991364,41.93048823,-87.631562,39.71520868,-104.953952,1186812,1194805,1182178,564,
-74.0030865,40.75993403,41.93046323,-87.631562,39.71520019,-104.9539258,1187256,1195078,1182731,553,
-74.00307204,40.75995443,41.93043826,-87.63156307,39.7151917,-104.9538997,1187700,1195632,1183347,616,
-74.00305758,40.75997482,41.9304133,-87.6315645,39.71518321,-104.9538735,1188144,1196008,1183603,256,
-74.00304311,40.75999521,41.93038834,-87.63156592,39.71517472,-104.9538473,1188588,1196576,1183887,284,
-74.00302865,40.7600156,41.93036335,-87.63156639,39.71516623,-104.9538212,1189032,1197200,1184390,503,
-74.00301419,40.76003599,41.93033835,-87.63156681,39.71515774,-104.953795,1189476,1197531,1184923,533,
-74.00299973,40.76005639,41.93031337,-87.6315677,39.71514925,-104.9537689,1189920,1198035,1185258,335,
-74.00298526,40.76007678,41.9302884,-87.63156898,39.71514076,-104.9537427,1190364,1198660,1185533,275,
-74.0029708,40.76009717,41.93026344,-87.63157026,39.71513227,-104.9537166,1190808,1199266,1186082,549,
-74.00295634,40.76011756,41.93023856,-87.63156953,39.71512378,-104.9536904,1191252,1199616,1186697,615,
-74.00294188,40.76013795,41.9302138,-87.63156605,39.71511529,-104.9536643,1191696,1200064,1187284,587,
-74.00292741,40.76015834,41.93018905,-87.63156257,39.7151068,-104.9536381,1192140,1200483,1187904,620,
-74.00291295,40.76017874,41.93016409,-87.63156141,39.7150983,-104.9536119,1192584,1201008,1188208,304,
-74.00289849,40.76019913,41.9301391,-87.63156071,39.71508981,-104.9535858,1193028,1201361,1188635,427,
-74.00288402,40.76021952,41.93011411,-87.63156,39.71508132,-104.9535596,1193472,1201665,1189246,611,
-74.00286956,40.76023991,41.93008923,-87.63155757,39.71507283,-104.9535335,1193916,1201940,1189666,420,
-74.0028551,40.7602603,41.93006435,-87.63155513,39.71506434,-104.9535073,1194360,1202493,1190195,529,
-74.0028403,40.76028046,41.93003938,-87.63155599,39.71505585,-104.9534812,1194804,1202756,1190507,312,
-74.0028255,40.7603006,41.9300144,-87.63155705,39.71504736,-104.953455,1195248,1203079,1190975,468,
-74.0028107,40.76032075,41.92998942,-87.6315581,39.71503887,-104.9534288,1195692,1203490,1191292,317,
-74.0027959,40.7603409,41.92996447,-87.63155858,39.71503014,-104.9534028,1196136,1204047,1191912,620,
-74.0027811,40.76036105,41.92993964,-87.63155566,39.71502062,-104.953377,1196580,1204346,1192514,602,
-74.0027663,40.7603812,41.92991481,-87.63155274,39.7150111,-104.9533512,1197024,1204872,1192848,334,
-74.0027515,40.76040134,41.92988991,-87.631551,39.71500158,-104.9533254,1197468,1205479,1193482,634,
-74.0027367,40.76042149,41.92986491,-87.631551,39.71499206,-104.9532996,1197912,1205997,1193854,372,
-74.0027219,40.76044164,41.92984009,-87.63155356,39.71498254,-104.9532738,1198356,1206607,1194207,353,
-74.0027071,40.76046179,41.92981535,-87.63155709,39.71497302,-104.953248,1198800,1207129,1194800,593,
